2024-12-11 10:21:26.143 PST,"postgres","trivia_database",46960,"::1:58397",6759d826.b770,1,"",2024-12-11 10:21:26 PST,4/274,0,LOG,00000,"statement: BEGIN",,,,,,,,,"","client backend",,0
2024-12-11 10:21:26.143 PST,"postgres","trivia_database",46960,"::1:58397",6759d826.b770,2,"",2024-12-11 10:21:26 PST,4/274,0,LOG,00000,"statement: SELECT question_text FROM questions;",,,,,,,,,"","client backend",,0
2024-12-11 10:22:01.034 PST,"postgres","trivia_database",26524,"::1:58455",6759d849.679c,1,"",2024-12-11 10:22:01 PST,4/282,0,LOG,00000,"statement: BEGIN",,,,,,,,,"pgAdmin 4 - CONN:2231969","client backend",,0
2024-12-11 10:22:01.034 PST,"postgres","trivia_database",26524,"::1:58455",6759d849.679c,2,"",2024-12-11 10:22:01 PST,4/282,0,LOG,00000,"statement: SELECT pg_cancel_backend(61948);",,,,,,,,,"pgAdmin 4 - CONN:2231969","client backend",,0
2024-12-11 10:22:22.784 PST,"postgres","trivia_database",65180,"::1:58472",6759d85e.fe9c,1,"",2024-12-11 10:22:22 PST,4/286,0,LOG,00000,"statement: BEGIN",,,,,,,,,"","client backend",,0
2024-12-11 10:22:22.785 PST,"postgres","trivia_database",65180,"::1:58472",6759d85e.fe9c,2,"",2024-12-11 10:22:22 PST,4/286,0,LOG,00000,"execute <unnamed>: INSERT INTO users (email, username, password_hash) VALUES ($1, $2, $3)","parameters: $1 = 'beabadoobee@yahoo.com', $2 = 'bea4ever', $3 = 'scrypt:32768:8:1$uKFwZFnYI2gBpIHL$445bc8a3a38fff48393a47f9cc60c5b0b311fc29ff9f2838a53d781970a28056b9dbd8ffdd8e9fbb21c1055be361946d069086989b7b542204d538d13e552330'",,,,,,,,"","client backend",,0
2024-12-11 10:22:22.786 PST,"postgres","trivia_database",65180,"::1:58472",6759d85e.fe9c,3,"",2024-12-11 10:22:22 PST,4/286,926,LOG,00000,"statement: COMMIT",,,,,,,,,"","client backend",,0
2024-12-11 10:22:22.827 PST,"postgres","trivia_database",58000,"::1:58474",6759d85e.e290,1,"",2024-12-11 10:22:22 PST,4/288,0,LOG,00000,"statement: BEGIN",,,,,,,,,"","client backend",,0
2024-12-11 10:22:22.827 PST,"postgres","trivia_database",58000,"::1:58474",6759d85e.e290,2,"",2024-12-11 10:22:22 PST,4/288,0,LOG,00000,"statement: SELECT difficulty_level, description FROM difficulty_levels;",,,,,,,,,"","client backend",,0
2024-12-11 10:22:33.124 PST,"postgres","trivia_database",16596,"::1:58484",6759d869.40d4,1,"",2024-12-11 10:22:33 PST,4/292,0,LOG,00000,"statement: BEGIN",,,,,,,,,"","client backend",,0
